const,Value Products,Brand Products
-0.0199469141993234,0.012813443395461123,0.01858322347971816
-0.044243762819495165,0.03841229168548374,0.02800908302776349
-1.9095748058067197e-05,2.262268972156062e-05,9.4381138708019e-06
-0.0005113041247697512,0.0004414838599262391,0.0003795880449845993
-1.2749449083826164e-08,1.2254870413719169e-08,9.381582459305435e-09
-0.00444086635131124,0.0035694882189534045,0.0034821892353177645
-1.2589317525872866e-06,1.4564204272247562e-06,6.492899120527299e-07
-0.0021616580041574334,0.001559831361313576,0.0019263771859927869
-0.03928346294666894,0.009059284545795908,0.10876863929351148
-0.04852553273736952,0.07595837021885568,0.014968803017610431
-0.05116143300123819,0.07110768545231212,0.02967799733803062
-0.0659470884418729,0.15758302126726564,-0.02143396721043724
-0.02464265413471605,0.03205597837801087,0.012611234812036838
-0.006531991058407298,0.005049295798472448,0.0053055875034963805
0.21763974721038876,0.09594139166115169,-0.3686646211846873
0.6600511414228905,-0.7605771970753398,-0.5026484434137974
-9.684845004365174e-05,6.891238194095951e-05,0.00010334996848468126
-0.018984975305037337,0.01613641277314722,0.013178642217255749
-0.1494533450856533,0.18778303030970067,-0.014621558615426772
0.3662459100718563,-0.3582958572960345,-0.09678650225895415
-0.011204392227229314,0.00904458737398931,0.00851223265600917
-0.0199469141993234,0.012813443395461123,0.01858322347971816
-0.13816015987762556,0.2483894820253834,-0.14415221394903668
-0.0007449786933607098,0.0006538998189468216,0.000664278278460343
-0.0007676581823703409,0.0006487089264865789,0.000583359437134651
0.005198381566668104,-0.01668980337375449,0.08431363717606555
-0.10013681194791624,0.0669142728967327,0.07600334124026627
-3.328516381936523e-05,2.7035923946632878e-05,3.127691522016774e-05
-0.009026990454637944,0.008182849983139433,0.005870947490529513
-0.0457377802707096,0.027367434568417698,0.04295271372029695
-0.006531991058407298,0.005049295798472448,0.0053055875034963805
-4.835776389745773e-07,4.4989478043426256e-07,3.7769540944361267e-07
-0.00046792230932364467,0.0004753200076580637,0.0003373095026544209
-4.634267106956902e-11,4.5474344065485866e-11,3.262847271788689e-11
-1.2355360445133566e-06,1.0461452278073798e-06,1.0911836311456836e-06
-4.4163426341366953e-07,3.7205711835670965e-07,3.9078501427008237e-07
-0.0008224495105784574,0.0008725102438937454,0.0005548586389741149
-0.036530738217334845,-0.10858602220217237,0.24990196947301194
0.3660636313015424,-0.4116387000113571,-0.3627247674204512
-6.365949138027214e-09,7.0191586558261085e-09,3.611659746964099e-09
-1.2702461635186956e-08,1.0691817840009036e-08,1.1142455921054747e-08
-0.0011033624917865695,0.0009439738260734812,0.0010198500816798177
-0.041089524214883606,0.03799281352775418,0.04440320700159826
-0.042369991184634796,0.0570898783472938,0.023197875633539353
-0.01184744404971881,0.007365424854969066,0.011524431092008266
-1.6087725739764957e-06,1.5603346802285163e-06,1.1875127306482386e-06
-0.11813905518776621,-0.05207883904263546,0.20011827152975617
-0.0457377802707096,0.027367434568417698,0.04295271372029695
-0.03928346294666894,0.009059284545795908,0.10876863929351148
-0.07031825278281777,0.044027920822927384,0.06100311641225105
-0.03701971660482555,0.03711874119614975,0.018141320693999343
-2.4233908473844137e-09,2.2731502198607114e-09,1.8427650127597528e-09
-0.04833934671278124,0.014036814859401977,0.06228050577900498
-2.2233859995114951e-07,1.973799243429833e-07,1.843777684394055e-07
-6.425235812761222e-05,4.722899167196434e-05,6.656154120734316e-05
-2.154545523836821e-08,2.2105697000492605e-08,1.4224459468048577e-08
-0.029434069561959555,0.012020297153461298,0.04815709299728936
-0.00024041252752663993,0.00019686261886138235,0.00022789837451532493
-0.005227904120412284,0.004521317208609953,0.003713119681818243
-1.864317715539418e-09,1.7948451367423007e-09,1.3623577838359333e-09
-0.0009728832834189719,0.0007554670346964602,0.0008145275441215481
-0.03701971660482555,0.03711874119614975,0.018141320693999343
-0.0007676581823703409,0.0006487089264865789,0.000583359437134651
-0.0007449786933607098,0.0006538998189468216,0.000664278278460343
-0.039827254728617124,0.019844706888313985,0.04234975980570032
-0.017110608036786035,0.00965000747469614,0.017584945447623665
-0.011204392227229314,0.00904458737398931,0.00851223265600917
-0.001602498974851558,0.0014821155626413129,0.0010555548317373673
-0.0659470884418729,0.15758302126726564,-0.02143396721043724
-0.0659470884418729,0.15758302126726564,-0.02143396721043724
-0.01706021900406161,0.005253402293478648,0.028793052304679184
-0.009342629413511966,0.010005482846765622,0.006771014798790857
-0.04828051484954939,0.016972003080596768,0.09648143761554426
-2.154545523836821e-08,2.2105697000492605e-08,1.4224459468048577e-08
-7.39477889501032e-06,6.673346588856664e-06,6.096060254662255e-06
